image_id,image_name,study_label,income_quartile,model,raw_output,metric_value,manual_object_correct,caption_quality,error_type,review_notes
5ec4f86df0611d7ddd740eb2,5ec4f86df0611d7ddd740eb2.jpg,roof,Q3,blip_prompted,the main household object in this image is a roof,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f90ef0611d7ddd741415,5ec4f90ef0611d7ddd741415.jpg,light source,Q4,blip_baseline,a lamp on a nightstand next to a bed,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f90ef0611d7ddd741415,5ec4f90ef0611d7ddd741415.jpg,light source,Q4,blip_prompted,the main household object in this image is a lamp,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f91cf0611d7ddd74148c,5ec4f91cf0611d7ddd74148c.jpg,light source,Q4,blip_baseline,a lamp on a table next to a cell,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f91cf0611d7ddd74148c,5ec4f91cf0611d7ddd74148c.jpg,light source,Q4,blip_prompted,the main household object in this image is a lamp,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f97ef0611d7ddd7417d1,5ec4f97ef0611d7ddd7417d1.jpg,roof,Q3,blip_baseline,a pink wall with a small hole in it,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4f97ef0611d7ddd7417d1,5ec4f97ef0611d7ddd7417d1.jpg,roof,Q3,blip_prompted,the main household object in this image is a door handle,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4f9e1f0611d7ddd741b27,5ec4f9e1f0611d7ddd741b27.JPG,trash container,Q3,blip_baseline,a bag of garbage sitting in front of a green wall,False,yes,accurate,accepted_synonym_missing,garbage bag or basket
5ec4f9e1f0611d7ddd741b27,5ec4f9e1f0611d7ddd741b27.JPG,trash container,Q3,blip_prompted,the main household object in this image is a basket,False,yes,accurate,accepted_synonym_missing,garbage bag or basket
5ec4f9f2f0611d7ddd741bae,5ec4f9f2f0611d7ddd741bae.JPG,roof,Q2,blip_baseline,a large tunnel with a long metal tube,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4f9f2f0611d7ddd741bae,5ec4f9f2f0611d7ddd741bae.JPG,roof,Q2,blip_prompted,the main household object in this image is a large tube,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4fa3cf0611d7ddd741e2c,5ec4fa3cf0611d7ddd741e2c.JPG,trash container,Q4,blip_baseline,a purple trash can sitting on a tiled floor,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fa3cf0611d7ddd741e2c,5ec4fa3cf0611d7ddd741e2c.JPG,trash container,Q4,blip_prompted,the main household object in this image is a purple trash can,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fa7bf0611d7ddd74200b,5ec4fa7bf0611d7ddd74200b.jpg,stove,Q2,blip_baseline,a stove and oven in a kitchen with a lot of dirty stuff,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fa7bf0611d7ddd74200b,5ec4fa7bf0611d7ddd74200b.jpg,stove,Q2,blip_prompted,the main household object in this image is a stove,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fa8ff0611d7ddd7420b5,5ec4fa8ff0611d7ddd7420b5.jpg,light source,Q2,blip_baseline,a bird cage hanging from the ceiling of a room,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4fa8ff0611d7ddd7420b5,5ec4fa8ff0611d7ddd7420b5.jpg,light source,Q2,blip_prompted,the main household object in this image is a bird cage,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4fb02f0611d7ddd742487,5ec4fb02f0611d7ddd742487.jpg,stove,Q3,blip_baseline,a stove with a pot on top of it,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fb02f0611d7ddd742487,5ec4fb02f0611d7ddd742487.jpg,stove,Q3,blip_prompted,the main household object in this image is a gas stove,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fb68f0611d7ddd7427d4,5ec4fb68f0611d7ddd7427d4.jpg,switch,Q2,blip_baseline,a white light switch on a wall,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fb68f0611d7ddd7427d4,5ec4fb68f0611d7ddd7427d4.jpg,switch,Q2,blip_prompted,the main household object in this image is a wall switch,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fb75f0611d7ddd74284a,5ec4fb75f0611d7ddd74284a.jpg,footwear,Q3,blip_baseline,a pair of blue crocs with colorful animals on them,False,yes,accurate,accepted_synonym_missing,Crocs footwear
5ec4fb75f0611d7ddd74284a,5ec4fb75f0611d7ddd74284a.jpg,footwear,Q3,blip_prompted,the main household object in this image is a pair of crocy crocy crocy crocy crocy crocy crocy crocy crocy,False,yes,disfluent,repetition,Crocs identified but repeated many times
5ec4fb81f0611d7ddd7428b0,5ec4fb81f0611d7ddd7428b0.jpg,light source,Q2,blip_baseline,a white ceiling with a light on it,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4fb81f0611d7ddd7428b0,5ec4fb81f0611d7ddd7428b0.jpg,light source,Q2,blip_prompted,the main household object in this image is a toilet,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4fba1f0611d7ddd7429bc,5ec4fba1f0611d7ddd7429bc.jpg,light source,Q3,blip_baseline,a kitchen with a ceiling that has been painted,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4fba1f0611d7ddd7429bc,5ec4fba1f0611d7ddd7429bc.jpg,light source,Q3,blip_prompted,the main household object in this image is a ceiling,False,no,inaccurate,wrong_object,caption does not identify the study object
5f8c634fe894f07b8477dfbe,5f8c634fe894f07b8477dfbe.jpg,switch,Q2,blip_baseline,a white electrical outlet with a white light,False,uncertain,ambiguous,related_object_only,outlet named on a mixed switchboard
5f8c634fe894f07b8477dfbe,5f8c634fe894f07b8477dfbe.jpg,switch,Q2,blip_prompted,the main household object in this image is a white electrical outlet with a white light switch,True,yes,accurate,none,accepted-term match confirmed in caption context
5fa325b3a4fd6154365dfcd4,5fa325b3a4fd6154365dfcd4.jpeg,switch,Q3,blip_baseline,a white light switch and a white light switch,True,yes,accurate,none,accepted-term match confirmed in caption context
5fa325b3a4fd6154365dfcd4,5fa325b3a4fd6154365dfcd4.jpeg,switch,Q3,blip_prompted,the main household object in this image is a plug and socket,False,no,inaccurate,wrong_object,caption does not identify the study object
